PokedexNumber,Name,PrimaryType,SecondaryType,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,HighestStat,HighestStatValue,EvolutionStage,Color,Height,Weight,DexEntry,Generation
176,Togetic,Fairy,Flying,55,40,85,80,105,40,Special Defense,105,2,White,6,32,"To share its happiness, it flies around the world seeking kind- hearted people.",2
177,Natu,Psychic,Flying,40,50,45,70,45,70,Special Attack,70,1,Green,2,20,"Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something.",2
178,Xatu,Psychic,Flying,65,75,70,95,70,95,Special Attack,95,2,Green,15,150,They say that it stays still and quiet because it is seeing both the past and future at the same time.,2
179,Mareep,Electric,None,55,40,40,65,45,35,Special Attack,65,1,White,6,78,"If static elec­ tricity builds in its body, its fleece doubles in volume. Touching it will shock you.",2
180,Flaaffy,Electric,None,70,55,55,80,60,45,Special Attack,80,2,Pink,8,133,"As a result of storing too much electricity, it developed patches where even downy wool won't grow.",2
181,Ampharos,Electric,None,90,75,85,115,90,55,Special Attack,115,3,Yellow,14,615,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,2
182,Bellossom,Grass,None,75,80,95,90,100,50,Special Defense,100,3,Green,4,58,BELLOSSOM gather at times and appear to dance. They say that the dance is a ritual to summon the sun.,2
183,Marill,Water,Fairy,70,20,50,20,50,40,Hp,70,2,Blue,4,85,"The tip of its tail, which con­ tains oil that is lighter than wa­ ter, lets it swim without drowning.",2
184,Azumarill,Water,Fairy,100,50,80,60,80,50,Hp,100,3,Blue,8,285,"By keeping still and listening in­ tently, it can tell what is in even wild, fast- moving rivers.",2
185,Sudowoodo,Rock,None,70,100,115,30,65,30,Defense,115,2,Brown,12,380,"Despite appearing to be a tree, its body is closer to rocks and stones. It is very weak to water.",2
186,Politoed,Water,None,90,75,75,90,100,70,Special Defense,100,3,Green,11,339,"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gather­ ing from far and wide.",2
187,Hoppip,Grass,Flying,35,35,40,35,55,50,Special Defense,55,1,Pink,4,5,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.",2
188,Skiploom,Grass,Flying,55,45,50,45,65,80,Speed,80,2,Green,6,10,The bloom on top of its head opens and closes as the temperature fluc­ tuates up and down.,2
189,Jumpluff,Grass,Flying,75,55,70,55,95,110,Speed,110,3,Blue,8,30,"Blown by seasonal winds, it circles the globe, scattering cotton spores as it goes.",2
190,Aipom,Normal,None,55,70,55,40,55,85,Speed,85,1,Purple,8,115,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.,2
191,Sunkern,Grass,None,30,30,30,30,30,30,Hp,30,1,Yellow,3,18,"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves.",2
192,Sunflora,Grass,None,75,75,55,105,85,30,Special Attack,105,2,Yellow,8,85,"It converts sun­ light into energy. In the darkness after sunset, it closes its petals and becomes still.",2
193,Yanma,Bug,Flying,65,65,45,75,45,95,Speed,95,1,Red,12,380,"If it flaps its wings really fast, it can generate shock waves that will shatter win­ dows in the area.",2
194,Wooper,Water,Ground,55,45,45,25,25,15,Hp,55,1,Blue,4,85,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,2
195,Quagsire,Water,Ground,95,85,85,65,65,35,Hp,95,2,Blue,14,750,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",2
196,Espeon,Psychic,None,65,65,60,130,95,110,Special Attack,130,2,Purple,9,265,"Its fur is so sensitive, it can sense minute shifts in the air and predict the weather.",2
197,Umbreon,Dark,None,95,65,110,60,130,65,Special Defense,130,2,Black,10,270,"When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores.",2
198,Murkrow,Dark,Flying,60,85,42,85,42,91,Speed,91,1,Black,5,21,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",2
199,Slowking,Water,Psychic,95,75,80,100,110,30,Special Defense,110,2,Pink,20,795,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected.",2
200,Misdreavus,Ghost,None,60,60,60,85,85,85,Special Attack,85,1,Gray,7,10,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,2
201,Unown,Psychic,None,48,72,48,72,48,48,Attack,72,1,Black,5,50,Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.,2
202,Wobbuffet,Psychic,None,190,33,58,33,58,33,Hp,190,2,Blue,13,285,"It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike.",2
203,Girafarig,Normal,Psychic,70,80,65,90,65,85,Special Attack,90,1,Yellow,15,415,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",2
204,Pineco,Bug,None,50,65,90,35,35,15,Defense,90,1,Gray,6,72,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,2
205,Forretress,Bug,Steel,75,90,140,60,60,40,Defense,140,2,Purple,12,1258,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,2
206,Dunsparce,Normal,None,100,70,70,65,65,45,Hp,100,1,Yellow,15,140,"When spotted, this POKéMON escapes backward by furi­ ously boring into the ground with its tail.",2
207,Gligar,Ground,Flying,65,75,105,35,65,85,Defense,105,1,Purple,11,648,It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.,2
208,Steelix,Steel,Ground,75,85,200,55,65,30,Defense,200,2,Gray,92,4000,"Its body has been compressed deep under the ground. As a result, it is even harder than a diamond.",2
209,Snubbull,Fairy,None,60,80,50,40,40,30,Attack,80,1,Pink,6,78,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.",2
210,Granbull,Fairy,None,90,120,75,60,60,45,Attack,120,2,Purple,14,487,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.",2
211,Qwilfish,Water,Poison,65,95,85,55,55,85,Attack,95,1,Gray,5,39,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",2
212,Scizor,Bug,Steel,70,130,100,55,80,65,Attack,130,2,Red,18,1180,It swings its eye- patterned pincers up to scare its foes. This makes it look like it has three heads.,2
213,Shuckle,Bug,Rock,20,10,230,10,230,5,Defense,230,1,Yellow,6,205,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,2
214,Heracross,Bug,Fighting,80,125,75,40,95,85,Attack,125,1,Blue,15,540,This powerful POKéMON thrusts its prized horn under its enemies’ bellies then lifts and throws them.,2
215,Sneasel,Dark,Ice,55,95,55,35,75,115,Speed,115,1,Black,9,280,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",2
216,Teddiursa,Normal,None,60,80,50,50,50,40,Attack,80,1,Brown,6,88,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",2
217,Ursaring,Normal,None,90,130,75,75,75,55,Attack,130,2,Brown,18,1258,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",2
218,Slugma,Fire,None,40,40,40,70,40,20,Special Attack,70,1,Red,7,350,"Its body is made of magma. If it doesn’t keep moving, its body will cool and harden.",2
219,Magcargo,Fire,Rock,60,50,120,90,80,30,Defense,120,2,Red,8,550,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,2
220,Swinub,Ice,Ground,50,50,40,30,30,50,Hp,50,1,Brown,4,65,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,2
221,Piloswine,Ice,Ground,100,100,80,60,60,50,Hp,100,2,Brown,11,558,"Although its legs are short, its rugged hooves prevent it from slipping, even on icy ground.",2
222,Corsola,Water,Rock,65,55,95,65,95,35,Defense,95,1,Pink,6,50,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,2
223,Remoraid,Water,None,35,65,35,65,35,65,Attack,65,1,Gray,6,120,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.,2
224,Octillery,Water,None,75,105,75,105,75,45,Attack,105,2,Red,9,285,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,2
225,Delibird,Ice,Flying,45,55,45,65,45,75,Speed,75,1,Red,9,160,It carries food all day long. There are tales about lost people who were saved by the food it had.,2
226,Mantine,Water,Flying,85,40,70,80,140,70,Special Defense,140,2,Purple,21,2200,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",2
227,Skarmory,Steel,Flying,65,80,140,40,70,70,Defense,140,1,Gray,17,505,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.",2
228,Houndour,Dark,Fire,45,60,30,80,50,65,Special Attack,80,1,Black,6,108,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,2
229,Houndoom,Dark,Fire,75,90,50,110,80,95,Special Attack,110,2,Black,14,350,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",2
230,Kingdra,Water,Dragon,75,95,95,95,95,85,Attack,95,3,Blue,18,1520,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,2
231,Phanpy,Ground,None,90,60,60,40,40,40,Hp,90,1,Blue,5,335,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous.",2
232,Donphan,Ground,None,90,120,120,60,60,50,Attack,120,2,Gray,11,1200,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",2
233,Porygon2,Normal,None,85,80,90,105,95,60,Special Attack,105,2,Red,6,325,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",2
234,Stantler,Normal,None,73,95,62,85,65,85,Attack,95,1,Brown,14,712,The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.,2
235,Smeargle,Normal,None,55,20,35,20,45,75,Speed,75,1,White,12,580,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,2
236,Tyrogue,Fighting,None,35,35,35,35,35,35,Hp,35,1,Purple,7,210,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses.",2
237,Hitmontop,Fighting,None,50,95,95,35,110,70,Special Defense,110,2,Brown,14,480,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.",2
238,Smoochum,Ice,Psychic,45,30,15,85,65,65,Special Attack,85,1,Pink,4,60,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,2
239,Elekid,Electric,None,45,63,37,65,55,95,Speed,95,1,Yellow,6,235,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.",2
240,Magby,Fire,None,45,75,37,70,55,83,Speed,83,1,Red,7,214,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.",2
241,Miltank,Normal,None,95,80,105,40,70,100,Defense,105,1,Pink,12,755,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",2
242,Blissey,Normal,None,255,10,10,75,135,55,Hp,255,3,Pink,15,468,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.,2
243,Raikou,Electric,None,90,85,75,115,100,115,Special Attack,115,1,Yellow,19,1780,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,2
244,Entei,Fire,None,115,115,85,90,75,100,Hp,115,1,Brown,21,1980,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.",2
245,Suicune,Water,None,100,75,115,90,115,85,Defense,115,1,Blue,20,1870,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.",2
246,Larvitar,Rock,Ground,50,64,50,45,50,41,Attack,64,1,Green,6,720,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",2
247,Pupitar,Rock,Ground,70,84,70,65,70,51,Attack,84,2,Gray,12,1520,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",2
248,Tyranitar,Rock,Dark,100,134,110,95,100,61,Attack,134,3,Green,20,2020,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",2
249,Lugia,Psychic,Flying,106,90,130,90,154,110,Special Defense,154,1,White,52,2160,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,2
250,Ho-Oh,Fire,Flying,106,130,90,110,154,90,Special Defense,154,1,Red,38,1990,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.,2
251,Celebi,Psychic,Grass,100,100,100,100,100,100,Hp,100,1,Green,6,50,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.,2
252,Treecko,Grass,None,40,45,35,65,55,70,Speed,70,1,Green,5,50,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,3
253,Grovyle,Grass,None,50,65,45,85,65,95,Speed,95,2,Green,9,216,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,3
254,Sceptile,Grass,None,70,85,65,105,85,120,Speed,120,3,Green,17,522,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,3
255,Torchic,Fire,None,45,60,40,70,50,45,Special Attack,70,1,Red,4,25,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",3
256,Combusken,Fire,Fighting,60,85,60,85,60,55,Attack,85,2,Red,9,195,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",3
257,Blaziken,Fire,Fighting,80,120,70,110,70,80,Attack,120,3,Red,19,520,"Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.",3
258,Mudkip,Water,None,50,70,50,50,50,40,Attack,70,1,Blue,4,76,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",3
259,Marshtomp,Water,Ground,70,85,70,60,70,50,Attack,85,2,Blue,7,280,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",3
260,Swampert,Water,Ground,100,110,90,85,90,60,Attack,110,3,Blue,15,819,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,3
261,Poochyena,Dark,None,35,55,35,30,30,35,Attack,55,1,Gray,5,136,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",3
262,Mightyena,Dark,None,70,90,70,60,60,70,Attack,90,2,Gray,10,370,It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.,3
